BFE-nummer,BygningsID,EnhedsID,Status,Vejnavn,Nr,Etage,Dør,Postnr,By,Enhedens anvendelse,Enhedens samlede areal,Areal til beboelse,Areal til erhverv,Andet areal,Enhedens andel af fælles adgangsareal,Areal af åben overdækning,Areal af overdækket udestue,Åben tagterrasse areal,Fysisk areal til beboelse,Fysisk areal til erhverv,Antal værelser,Kilde til enhedens arealer,Toiletforhold,Badeforhold,Køkkenforhold,Godkendt tom bolig,Longitude,Latitude,Kommunekode,Ejendomsnummer
135662,4d1a4842-1a11-409d-8072-ff1cfb6a341e,c14c1e36-b890-4897-a792-6525f1b6e70e,Opført,Ålandsgade,28,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  49   ,  49   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60709359","55,66200912",101,681289
111006,90bfbaf7-b38d-47de-992e-b6f6b6bf1760,e6160695-4c12-4e31-87c8-cda1517f69a4,Opført,Amagerfælledvej,12A,5,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  163   ,  163   , -, -, -, -, -, -, -, -,6,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,59467951","55,66625538",101,28055
131185,66427371-edc9-48b4-a9ee-72e685f5a367,8afaff0f-8343-45e0-993f-82558a516480,Opført,Palermovej,9,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  52   ,  52   , -, -, -, -, -,  2   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,6221901","55,66042973",101,426564
131631,2ea419cd-32d5-4283-9913-21ad342db599,f19bd874-1e54-4be8-a5b8-9ee236fd1cd4,Opført,Caprivej,2,3,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  67   ,  67   , -, -, -, -, -,  2   , -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62114697","55,66068112",101,85775
142926,7689c632-4000-4994-8e10-3b1c91ffc655,9bb8f0c3-c504-45c9-94ed-e11b101feea6,Opført,Sundholmsvej,113,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  45   ,  45   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60538215","55,65729932",101,546241
140072,489fd941-af15-4415-b7de-e7469535bc8d,5a59faed-8aad-43f6-8699-b1a1df6f31f9,Opført,Richard Mortensens Vej,75,1,t2,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  127   ,  127   , -, -,  12   , -, -,  17   , -, -,5,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57123192","55,61732731",101,8892
135394,e27ded56-4d72-49ca-8a4e-8e7a4e797878,86f876f1-1db1-42d9-9286-3f587e641e8a,Opført,Øresund Parkvej,14,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  90   ,  90   , -, -, -, -, -, -, -, -,2,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62904759","55,66324993",101,659020
132743,8414b894-ae10-4c84-b061-9285af92f108,7f659026-550e-4f83-8411-9ecb15dabe84,Opført,Tycho Brahes Allé,10,4,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  57   ,  57   , -, -, -, -, -,  -   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61135726","55,65523458",101,587339
132651,9bb16507-65f9-4eec-ad71-3a3f0a2657f8,17ae46ba-2eaa-4293-92b1-eda9a50de424,Opført,Amager Strandvej,112H,2,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  137   ,  137   , -, -, -, -, -, -, -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,63276167","55,66019989",101,24354
135511,465548df-e409-4bbc-80f2-b85672ffbeb3,2bbb893a-fdaa-4c06-bf5c-47b78f9b4da2,Opført,Polensgade,18,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  52   ,  52   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61439378","55,66511401",101,437507
113878,14ea44d4-34b5-4aa8-a062-b6199469c79a,f88f7678-1116-4e1c-8e09-03c9b51a17fa,Opført,Edvard Thomsens Vej,81,6,3,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  69   ,  69   , -, -, -, -, -, -, -, -,2,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57880004","55,63257148",101,779220
110584,13d2384d-93cb-4e7b-86a7-b9c6c06da14b,1b62c7e2-f0b0-4f71-90c6-1b98f6a59e0e,Opført,Jens Otto Krags Gade,16,1,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  95   ,  95   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,56906089","55,65849494",101,13
109298,fcaafb0f-c54b-4f4b-979a-c29769979842,e0692a3c-81e6-49ac-9544-1bfaa2d125b9,Opført,Islands Brygge,32A,8,876,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  109   ,  109   , -, -, -, -, -, -, -, -,2,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,56855846","55,6609904",101,535860
133467,46e5fd22-243e-4375-b364-9f1143aecf00,57a5ace8-70e9-4ae2-94f8-c0abc6a1dcdb,Opført,Reberbanegade,15,2,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  50   ,  50   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60530491","55,66226558",101,452476
134249,a4e969fb-286a-472d-b682-26a7ce672700,50d52459-9137-44c5-9a8a-6c6495d89721,Opført,Hessensgade,23,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  57   ,  57   , -, -, -, -, -,  5   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61604395","55,66489702",101,224805
139612,489fd941-af15-4415-b7de-e7469535bc8d,33ec8d98-6402-4d1c-adca-d243d47aba49,Opført,Richard Mortensens Vej,63,5,p5,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  106   ,  106   , -, -,  12   , -, -,  -   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,57140981","55,61833038",101,8784
130650,5a1d79c7-442a-452a-9477-a8235750ac26,b70d7995-ff73-4dfc-a396-b075a0a72037,Opført,Kretavej,17,2,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  59   ,  59   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61900299","55,65292294",101,320987
104067,43f46b65-e9b9-48a4-9e1f-0267e61f1596,d069e2a7-5699-4524-bbdd-631b3bba2251,Opført,Ved Sønderport,20,3,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  64   ,  64   , -, -, -, -, -,  4   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60171829","55,66666762",101,614689
128238,5579c45d-87d3-42a4-b70c-19b176cb68fc,c366940b-fcc6-4e37-9517-c274d9ba582b,Opført,Eliasgade,4,2,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  82   ,  82   , -, -, -, -, -, -, -, -,4,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61634931","55,66522179",101,114031
138764,489fd941-af15-4415-b7de-e7469535bc8d,0c3d6e3b-92dc-4310-a1b1-2988eb9ee091,Opført,Robert Jacobsens Vej,78,5,1,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  91   ,  91   , -, -,  12   , -, -,  6   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57205823","55,6171277",101,8637
112889,ed229c85-c23f-45df-a2b4-c1046df52ddb,c2c964ae-5e5c-4531-9c52-def5dd8c5a8e,Opført,Islands Brygge,77E,5,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  135   ,  135   , -, -, -, -, -, -, -, -,4,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,56809029","55,65867587",101,4911
131290,78a227b3-2533-4c72-bec4-e7429f2dfd94,5b760d2d-0ba1-4771-8447-b2cc4d5ba436,Opført,Strandlodsvej,19C,4,-,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  110   ,  110   , -, -, -, -, -, -, -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,62307047","55,66515355",101,24981
135492,413e2cea-a3e9-4bed-9cdc-23d1ebe76975,dd27ada1-4886-40b0-9e35-b9dfa58c8dd8,Opført,Polensgade,22,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  63   ,  63   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61453426","55,66494343",101,437817
130138,21220de5-a273-40ec-b6b9-300a2a1bb716,10496126-4dc0-4255-be06-2559a65a4ae5,Opført,Kastrupvej,98A,2,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  53   ,  53   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61987016","55,65224767",101,295850
134227,a4e969fb-286a-472d-b682-26a7ce672700,b8b61955-2deb-4cbd-8074-43ddc6cba0e2,Opført,Hessensgade,23,st,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  58   ,  58   , -, -, -, -, -,  -   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61604395","55,66489702",101,224791
126964,b707b565-5dbb-436f-b152-24dd9aedf3b6,1fcc614c-e8b1-431c-aa63-b30ba531e50f,Opført,Tovværkgade,6,2,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  68   ,  68   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60302352","55,66296758",101,577694
115252,32b7b99b-6fa6-468f-853a-3f3aa9d93063,beda71a2-2b8b-416c-9822-fba3fb7bf7c9,Opført,C.F. Møllers Allé,28,st,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  92   ,  92   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57613916","55,63492005",101,2898
417881,96a2f84a-ced9-44d5-b81b-feb55fe1fdff,dce35b96-3147-4901-a9b7-fb9e362882f4,Opført,Richard Mortensens Vej,2,2,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  97   ,  97   , -, -, -, -, -,  7   , -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,57257101","55,62424814",101,26975
114725,60d47f6b-bd46-4e48-82bd-56f440d0dbf6,47eeeff5-b081-4507-8870-fc390d8a8cc5,Opført,C.F. Møllers Allé,6,4,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  86   ,  86   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57551208","55,63493925",101,3891
138422,b93e0f50-875e-455f-9029-fc9577b76b27,29634dab-a592-4143-a93f-f2fc83e40adc,Opført,Peder Lykkes Vej,48,st,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  76   ,  76   , -, -, -, -, -,  5   , -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60329276","55,65396208",101,431118
140261,33edf6f0-419c-4400-bcba-761e278cf87c,b616d16a-942a-4154-9404-a99d647408d4,Opført,Dalføret,3,2,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  61   ,  61   , -, -, -, -, -, -, -, -,2,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60251593","55,65486406",101,95622
131124,91dc8a5c-d24d-4d09-b3a2-654b6237be1c,99762264-e894-4fd3-a839-b235f76ae19f,Opført,Kastrupvej,129,1,4,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  46   ,  46   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62156295","55,64920612",101,296466
138737,489fd941-af15-4415-b7de-e7469535bc8d,14654afd-892f-41dc-a688-33eeaa0899b1,Opført,Robert Jacobsens Vej,76,3,3,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  97   ,  97   , -, -,  12   , -, -,  10   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57209615","55,61728423",101,8611
136856,cca52be4-218c-49ea-9083-915bf0b52a66,1f51c9e5-23ee-4917-84d6-8403e44422f3,Opført,Øresundsvej,130A,-,-,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  83   ,  83   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62521151","55,66118593",101,247520
118309,c3c58413-dcaf-45ba-8a7e-96be0109a9d5,171c1948-5c90-4b4e-be85-f735477dfa79,Opført,Edvard Thomsens Vej,25,4,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  67   ,  67   , -,  3   , -, -, -, -, -, -,2,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57477385","55,63304004",101,965660
144257,a9bbe04b-2cf3-4523-a548-fcde9da25bfe,5c6ff652-4f08-4213-a4b7-dad404ff9229,Opført,Birketinget,2C,3,334,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  42   ,  42   , -, -, -, -, -, -, -, -,1,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60030174","55,65622233",101,872831
127312,b707b565-5dbb-436f-b152-24dd9aedf3b6,13b418da-a29c-4565-9264-7b74315d1602,Opført,Tovværkgade,4,st,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  74   ,  74   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60283962","55,66291903",101,577570
138339,4f4e23c7-cbbf-421f-837f-f6e91c15614b,8a41f480-a481-41ad-87d5-27554e297e7f,Opført,Ulrik Birchs Allé,58,2,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  79   ,  79   , -, -, -, -, -, -, -, -,4,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60291504","55,65333584",101,806731
130202,a1c47bbf-6313-4bd9-8c1d-6b2da8563274,2daaab09-4bf3-4b61-bef1-1584d21c7a34,Opført,Greisvej,35,st,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  49   ,  49   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61915875","55,64544862",101,703290
141031,cc14e70d-a59b-4e7e-8c44-a427f3968997,e67c7abf-f64e-4a0b-84db-9a91fe749946,Opført,Robert Jacobsens Vej,87,st,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  118   ,  118   , -, -, -, -, -, -, -, -,4,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57284211","55,61683392",101,7330
133825,de0c0942-1143-499a-b3e3-9b7d56c879d8,28d74e1c-e8ae-4951-a431-593909e85bfc,Opført,Parmagade,38,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  46   ,  46   , -, -, -, -, -,  3   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61600185","55,65314667",101,429008
142940,7689c632-4000-4994-8e10-3b1c91ffc655,50f07e80-a875-434c-9bea-a4a2f344f215,Opført,Sundholmsvej,109,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  68   ,  68   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60508929","55,65746646",101,545954
108407,32b7b99b-6fa6-468f-853a-3f3aa9d93063,163f9374-5ff5-4d3f-8621-5f3b629b4b36,Opført,C.F. Møllers Allé,28,1,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  92   ,  92   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57613916","55,63492005",101,2899
135272,7bd5c1fb-6441-49c5-96e9-d28d3a82db77,67e42e1a-d1b7-434b-94f8-7989d24f6007,Opført,Ålandsgade,57,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  70   ,  70   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60770749","55,66190437",101,682390
138714,489fd941-af15-4415-b7de-e7469535bc8d,08927b51-1e9a-4e54-98e1-c8956d61dba3,Opført,Robert Jacobsens Vej,74,5,1,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  106   ,  106   , -, -,  12   , -, -,  11   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,57194339","55,61742482",101,8588
131219,78a227b3-2533-4c72-bec4-e7429f2dfd94,7e71f4d8-eed4-465e-a3e3-e9f90339e9fe,Opført,Strandlodsvej,19G,st,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  100   ,  100   , -, -, -, -, -, -, -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,62354545","55,66517377",101,24999
133580,e409e353-bed9-4f2e-9ea4-6b828ca695b9,86d4e65d-aa6c-4e02-9737-8e094257a7c9,Opført,Engvej,178,st,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  71   ,  71   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,63475668","55,64605239",101,755819
103631,b39be0cf-2bad-4ead-90d3-e1c389883e49,069015ef-9bae-4e2c-843b-e1e846e90318,Opført,Islands Brygge,33,2,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  91   ,  91   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57551471","55,66568285",101,266311
103631,b39be0cf-2bad-4ead-90d3-e1c389883e49,71c4cf2e-1a56-4d32-93df-007d1fd862ad,Projekteret,Islands Brygge,33,2,th,2300,København S,-, -, -, -, -, -, -, -, -, -, -,-,-,-,-,-,-,"12,57551471","55,66568285",101,266311
123792,a0ed5bee-f6cd-4a38-a8c9-768ff712faf4,af51feba-d10e-482f-a56e-8d455d0635a7,Opført,Rumæniensgade,4,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  65   ,  65   , -, -, -, -, -,  -   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61385811","55,65991681",101,472183
132158,99d7d713-a51f-4c0f-bb4b-79a5af6ff1c8,a1b86283-0c8e-4c45-be81-d1a534a23252,Opført,Syriensvej,6,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  60   ,  60   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62161032","55,65104367",101,552101
136770,c6bb78a6-dffd-4233-b69c-e395b1259e25,e7b36089-40a3-4654-bb03-ee9aeb597f5a,Opført,Gårdfæstevej,1,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  47   ,  47   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,5887181","55,64005383",101,199614
113417,ef6b175a-092a-4210-980e-9bf95684faab,1540417b-7c79-4a2e-b278-88b89fd5208f,Opført,Ørestads Boulevard,59C,1,102,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  109   ,  109   , -, -, -, -, -, -, -, -,1,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,58319055","55,63379142",101,628230
128321,54cc8185-2c1a-4a8e-a570-90be38445834,594a98ee-26d5-4df6-bbe2-500caced8fd3,Opført,Ålandsgade,3,st,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  48   ,  48   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60469743","55,66440392",101,679373
130689,6a6ed916-1932-4b0b-ac87-eb4aa6a46ea2,5895c0e1-165d-4ae9-83e4-2b12b2da5dfb,Opført,Kastrupvej,88,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  41   ,  41   , -, -, -, -, -, -, -, -,1,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61933703","55,65311306",101,295532
125559,235b94c5-de73-4784-ba8e-1a3c673bde4a,8ce7349a-80aa-4cc9-b537-3f07d584c76b,Opført,Kastrupvej,50,1,j,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  51   ,  51   , -, -, -, -, -, -, -, -,1,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61704456","55,65567681",101,701964
139184,489fd941-af15-4415-b7de-e7469535bc8d,b56dac17-54d2-46b7-8352-dd4e31c4de95,Opført,Robert Jacobsens Vej,82,5,2,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  97   ,  97   , -, -,  12   , -, -,  6   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57196634","55,6167048",101,8707
415769,1ebe8a36-0698-4cd8-9ecf-5f71bf4950b7,adaa684f-cb65-472b-b80f-478ecfec3996,Opført,Robert Jacobsens Vej,8,7,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  124   ,  124   , -, -, -, -, -, -, -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,57467044","55,62360477",101,25041
118807,f16a79dc-a37b-4a0b-b109-f4314fea90d9,979a34b5-9e9c-4ecf-bbe2-80adb30e56d4,Opført,Edvard Thomsens Vej,69,5,3,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  102   ,  102   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57810851","55,63263825",101,935400
136662,7328e6bd-c300-4130-804b-414512332956,fbab4a28-aafc-4961-82a8-c3aa950da7c4,Opført,Florensvej,9,st,mf,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  26   ,  26   , -, -, -, -, -, -, -, -,1,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62163322","55,65757711",101,146146
113379,ef6b175a-092a-4210-980e-9bf95684faab,d7570889-a601-4742-9e3a-9ef2648fa584,Opført,Ørestads Boulevard,59A,9,907,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  138   ,  138   , -, -, -, -, -, -, -, -,1,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,58191418","55,63399005",101,624340
